40.22,42.07
29.51,85.43
67.34,91.64
91.32,75.75
9.27,79.29
65.18,54.42
48.03,72.99
94.52,10.42
96.93,3.08
87.06,54.73
48.92,8.07
48.18,51.89
94.96,24.23
42.14,16.85
21.1,76.2
42.1,45.69
55.45,72.57
82.38,53.42
70.95,88.93
28.62,60.55
66.77,50.72
21.04,77.12
68.81,73.12
35.24,0.33
33.7,88.22
35.4,68.2
51.27,12.84
85.39,91.43
78.6,26.4
79.03,43.72
80.54,52.82
41.38,98.79
98.83,64.58
95.03,10.35
40.3,89.6
64.73,88.88
16.56,48.31
17.73,94.3
35.4,74.09
97.04,49.54
85.01,69.31
57.68,26.87
22.43,87.75
44.46,84.7
79.21,35.25
98.92,37.11
57.99,67.35
32.66,76.79
92.51,5.34
30.76,27.55
59.56,14.19
93.13,95.79
61.37,64.53
61.92,98.11
95.8,69.39
18.67,24.76
54.64,87.15
21.55,52.86
58.02,4.59
85.3,38.91
59.56,40.55
84.06,91.37
91.21,89.48
80.92,11.96
41.4,55.52
60.18,4.73
42.58,3.73
78.11,37.04
80.16,87.01
2.32,72.65
27.24,61.87
61.32,31.55
56.69,88.46
80.63,38.01
85.14,51.76
66.77,20.4
91.52,86.5
19.72,6.81
98.25,70.19
23.76,39.0
60.94,35.48
43.96,73.12
73.14,89.18
6.28,3.13
24.42,58.85
21.44,30.33
70.28,13.53
92.13,49.43
7.28,69.31
40.61,65.44
51.29,72.0
93.85,22.75
83.29,51.38
53.49,10.32
22.36,79.02
73.26,58.89
12.62,35.83
25.28,19.42
8.91,16.15
18.36,38.5
27.46,74.37
99.41,5.64
84.23,91.8
2.44,61.33
56.28,82.81
21.83,72.16
18.96,80.02
88.21,3.05
91.79,82.21
1.39,11.97
43.29,24.06
24.17,96.28
38.45,44.09
59.88,22.48
75.76,3.89
56.23,70.76
28.35,36.69
71.84,49.41
77.45,35.29
57.74,52.57
0.47,51.57
65.25,35.5
53.7,46.73
72.25,95.32
70.87,15.39
37.22,19.72
40.94,39.97
14.84,20.95
69.25,22.56
5.41,61.34
93.17,85.56
51.68,98.81
66.05,13.49
15.27,89.29
70.72,73.96
29.71,33.65
72.3,74.44
39.3,47.92
58.88,28.08
89.05,73.5
12.46,16.4
89.23,33.14
38.19,95.96
66.25,77.43
48.7,46.71
76.84,25.55
14.72,30.93
56.85,54.64
19.06,18.14
41.52,33.29
7.7,6.52
99.79,43.12
73.94,99.39
1.66,84.41
88.87,37.54
18.59,21.08
85.17,54.78
89.61,60.3
15.34,68.5
41.13,62.94
29.19,81.0
18.84,89.0
91.36,73.58
53.32,98.48
78.51,19.32
12.02,63.39
4.85,7.88
81.73,82.8
27.04,19.82
71.75,10.67
91.46,0.42
58.72,42.8
11.74,75.5
55.61,33.02
99.16,8.17
10.65,85.88
64.06,56.61
41.65,55.56
82.04,73.72
79.91,4.16
81.4,9.39
55.55,76.52
54.08,11.21
75.02,71.64
5.69,3.81
53.22,75.43
60.49,90.0
0.54,13.29
23.13,82.69
1.96,17.07
88.63,65.8
93.89,87.95
14.75,77.11
24.8,94.96
59.25,90.68
94.66,31.0
10.57,53.92
7.34,51.29
46.67,61.14
51.84,14.29
63.91,27.16
91.6,81.23
6.16,88.03
67.42,52.63
28.81,59.89
74.03,90.72
53.24,3.75
7.32,12.96
17.37,33.86
98.77,2.32
53.88,69.07
75.91,68.72
74.95,14.63
21.96,49.62
73.05,76.13
0.82,81.17
86.82,35.29
46.01,49.04
53.33,24.0
12.13,24.35
28.44,80.1
84.82,81.75
47.56,0.48
13.58,24.8
64.99,4.6
58.58,93.89
61.03,75.09
12.95,88.95
98.8,62.97
81.72,53.57
12.77,37.02
71.86,50.37
9.9,82.88
20.43,1.79
45.56,87.86
11.32,98.57
85.8,17.93
90.36,3.43
75.34,89.55
41.99,53.09
47.33,30.12
46.53,19.79
10.78,82.63
87.15,33.57
85.87,28.44
81.09,53.51
45.02,88.58
97.7,51.94
96.43,68.38
76.91,71.69
53.17,54.61
31.46,79.95
8.17,26.53
44.29,51.35
37.74,17.73
0.05,85.33
58.33,65.19
49.86,19.37
0.21,48.26
21.61,73.8
16.47,7.06
8.4,63.13
60.14,52.78
25.61,8.49
4.87,59.79
37.83,65.46
60.75,85.18
53.74,60.15
73.29,65.95
28.43,1.11
60.76,81.52
58.83,76.55
67.55,24.24
39.14,74.94
38.57,64.54
21.99,77.02
46.11,3.33
7.32,67.03
98.33,83.97
19.45,46.75
30.31,56.39
87.86,74.97
48.96,30.3
3.66,62.34
24.37,34.63
63.26,43.56
19.55,92.66
30.48,52.29
5.24,68.7
58.91,74.32
22.37,85.25
64.32,77.03
83.71,63.8
94.34,26.14
86.68,80.85
40.26,14.17
71.58,34.64
96.03,90.52
25.96,48.66
52.54,63.33
87.27,52.13
32.95,21.5
55.93,81.59
64.89,25.31
2.01,73.31
85.03,39.84
49.22,59.63
20.15,91.7
51.01,79.6
55.64,61.29
60.21,79.79
96.38,39.89
96.85,77.52
31.86,91.49
77.13,25.45
67.43,89.04
61.1,98.11
10.95,99.57
53.23,10.14
1.05,24.1
90.1,39.3
18.85,0.27
39.27,83.33
22.16,72.26
95.12,51.96
12.24,63.9
85.26,43.08
1.19,28.82
89.88,25.77
37.58,16.75
63.95,53.65
26.8,89.27
77.64,73.41
76.34,71.17
37.43,97.14
94.11,52.04
31.18,89.84
12.79,16.82
18.63,57.81
87.52,31.56
32.62,8.21
44.26,38.09
48.45,62.43
86.99,9.6
76.27,3.41
17.69,35.37
27.92,42.82
51.72,81.59
65.47,38.37
59.07,18.66
70.95,0.21
72.4,51.64
18.01,72.04
91.11,33.79
69.04,37.0
67.42,51.91
11.42,89.26
53.3,48.97
49.05,67.46
86.61,70.61
70.76,64.91
23.54,99.29
75.88,56.52
70.92,73.17
36.42,5.74
74.15,91.07
63.94,6.55
97.65,49.24
25.81,42.93
14.56,41.33
56.25,71.13
15.06,70.43
57.77,5.72
94.45,20.27
73.32,72.09
79.21,33.97
88.26,28.81
74.47,27.29
82.83,89.59
30.48,25.58
15.53,18.75
12.46,44.35
14.66,91.42
27.81,98.1
44.4,80.18
26.68,27.49
47.42,95.36
72.56,46.0
0.19,6.85
35.3,15.83
3.9,96.68
77.04,92.85
18.52,21.67
39.42,37.72
10.4,45.85
37.31,39.45
37.19,19.08
72.26,97.93
89.96,48.23
85.04,32.86
53.39,82.58
27.12,69.03
55.71,31.67
65.67,2.43
29.74,54.59
21.0,39.01
73.01,32.84
76.38,23.78
27.07,20.7
86.01,51.4
20.72,53.76
73.37,31.78
26.59,78.3
61.69,67.39
34.84,23.05
51.88,64.98
68.77,91.6
78.87,74.22
48.05,94.12
93.9,85.33
72.76,53.98
81.64,79.37
56.55,52.13
83.8,42.36
83.86,61.05
58.54,99.01
20.69,23.05
22.52,82.45
31.37,58.44
66.29,61.38
84.49,97.38
49.04,55.33
82.72,11.35
97.11,48.28
31.27,2.78
17.12,31.92
20.42,21.68
95.07,98.99
43.94,86.1
15.29,23.37
90.1,13.72
65.73,81.24
26.44,93.62
12.07,30.25
22.19,92.23
62.22,93.14
81.4,49.94
85.72,5.19
78.36,96.17
79.33,81.84
79.86,9.14
86.86,61.07
93.26,99.96
0.36,62.05
95.2,85.8
79.94,84.52
28.73,32.53
56.15,17.24
60.44,15.84
85.85,89.22
18.71,55.77
28.23,64.82
9.82,82.0
91.98,86.34
50.77,61.6
8.92,15.89
20.12,9.87
66.57,43.61
69.8,15.57
74.11,70.58
70.62,35.8
40.83,51.76
13.39,17.21
31.78,81.68
32.22,4.81
9.1,83.27
18.63,47.43
99.34,58.51
45.72,79.63
21.46,51.35
15.62,55.98
12.79,83.76
22.56,53.15
2.36,86.28
94.71,47.44
94.29,72.77
39.49,64.56
63.4,13.84
55.62,64.33
93.99,43.08
68.79,63.75
70.99,0.4
58.89,33.1
47.23,83.68
61.17,67.36
62.88,34.86
88.12,62.36
24.67,75.7
60.68,93.95
67.61,87.71
8.23,44.03
72.95,69.4
90.37,14.93
28.9,85.84
41.39,85.43
84.96,14.06
20.27,4.25
3.83,97.01
84.95,45.15
60.08,86.87
88.26,31.0
35.84,41.31
31.37,45.63
0.22,81.01
34.07,52.96
80.38,28.5
9.77,96.04
80.56,7.15
36.16,74.22
34.66,2.65
76.74,94.72
82.48,30.12
80.76,0.24
8.45,71.27
28.58,95.89
20.17,89.12
31.23,74.47
46.02,83.55
68.48,25.03
45.37,74.1
72.38,38.57
31.37,40.62
36.15,24.01
30.88,76.58
1.85,20.91
35.52,13.66
73.21,88.79
81.79,40.86
3.2,32.43
84.87,36.12
1.68,28.38
36.29,40.47
42.0,43.83
28.86,18.42
46.32,22.85
8.24,56.64
9.28,54.14
14.94,86.52
55.4,42.0
6.29,26.61
84.01,40.15
63.56,18.53
96.24,32.4
49.87,6.41
79.44,14.53
49.94,28.72
84.64,73.7
37.71,84.71
40.84,12.55
91.31,74.09
67.74,66.03
73.96,54.58
26.45,14.66
87.43,1.03
88.29,71.09
1.54,60.45
23.46,70.96
35.69,4.7
23.67,8.4
81.87,8.77
74.44,18.37
37.3,33.38
22.62,68.98
52.22,88.47
10.12,64.05
28.14,96.33
79.1,56.02
55.08,80.82
49.35,32.36
76.55,36.39
86.16,67.36
84.54,68.73
36.11,18.73
26.31,96.62
44.21,58.17
90.09,52.93
34.24,60.87
64.99,11.21
28.52,47.21
13.51,59.68
81.97,42.03
35.12,30.22
22.73,20.47
56.32,58.46
70.98,63.61
75.0,81.36
13.94,80.25
50.18,37.29
62.68,17.91
57.51,13.55
31.49,64.66
70.42,87.44
11.6,96.83
84.82,3.27
95.32,93.44
8.12,65.42
98.01,5.86
54.68,39.24
3.83,26.48
55.86,56.88
58.99,30.34
32.86,95.28
9.33,20.24
76.07,57.61
53.42,80.8
47.89,72.77
59.76,44.74
84.99,69.27
97.59,81.7
20.95,35.63
10.85,1.85
40.66,25.56
30.0,60.48
83.96,45.12
27.74,94.13
65.8,35.74
70.35,9.32
94.29,18.22
9.14,25.53
44.12,39.73
37.02,8.17
6.87,69.48
35.49,19.02
26.72,30.41
53.98,4.9
71.08,80.19
23.01,60.93
9.95,2.81
24.31,17.97
86.32,86.39
15.47,45.47
88.18,52.61
17.77,89.13
14.49,77.92
53.16,68.55
80.17,14.38
14.74,35.22
26.08,7.74
89.88,43.97
8.81,82.14
20.33,13.99
91.74,41.85
92.65,98.17
98.24,23.59
59.17,67.35
53.58,46.27
30.72,71.12
23.16,67.48
52.86,25.32
43.42,68.83
33.0,29.99
94.97,0.68
70.4,74.46
96.35,42.43
84.32,93.92
82.15,66.24
49.81,44.6
96.31,69.63
74.51,3.22
95.92,50.98
36.74,71.96
7.81,93.7
27.58,41.58
19.15,5.19
6.74,41.07
26.46,54.8
9.55,85.12
62.53,66.12
50.83,53.53
